chr,chromStart,chromEnd,name,score,pValue,peak,annotStart,annotEnd,gene,product
U00096.3,3855049,3855265,NA_peak_1218,40,5.58223,21,3853922,3855106,gene=emrD,product=multidrug efflux pump EmrD
U00096.3,3855049,3855265,NA_peak_1218,40,5.58223,21,3855114,3855611,gene=yidF,product=uncharacterized protein YidF
U00096.3,3865210,3865367,NA_peak_1219,24,3.5847,101,3864612,3866273,gene=yidE,product=putative transport protein YidE
U00096.3,3872832,3873198,NA_peak_1220,31,4.50161,297,3871850,3872998,gene=dgoD,product=D-galactonate dehydratase
U00096.3,3872832,3873198,NA_peak_1220,31,4.50161,297,3872995,3873612,gene=dgoA,product=2-dehydro-3-deoxy-6-phosphogalactonate aldolase
U00096.3,3873314,3873849,NA_peak_1221,99,12.1991,194,3872995,3873612,gene=dgoA,product=2-dehydro-3-deoxy-6-phosphogalactonate aldolase
U00096.3,3873314,3873849,NA_peak_1221,99,12.1991,194,3873596,3874474,gene=dgoK,product=2-dehydro-3-deoxygalactonokinase
U00096.3,3874320,3875077,NA_peak_1222,110,13.3745,154,3873596,3874474,gene=dgoK,product=2-dehydro-3-deoxygalactonokinase
U00096.3,3874320,3875077,NA_peak_1222,110,13.3745,154,3874471,3875160,gene=dgoR,product=DNA-binding transcriptional regulator DgoR
U00096.3,3878468,3878665,NA_peak_1223,26,3.91234,140,3877705,3880119,gene=gyrB,product=DNA gyrase subunit B
U00096.3,3880269,3880454,NA_peak_1224,22,3.36047,130,3880148,3881221,gene=recF,product=recombination mediator protein RecF
U00096.3,3881534,3881683,NA_peak_1225,46,6.27081,91,3881221,3882321,gene=dnaN,product=beta sliding clamp
U00096.3,3881955,3882175,NA_peak_1226,59,7.75264,102,3881221,3882321,gene=dnaN,product=beta sliding clamp
U00096.3,3882604,3882785,NA_peak_1227,65,8.50733,132,3882326,3883729,gene=dnaA,product=chromosomal replication initiator protein DnaA
U00096.3,3883294,3883597,NA_peak_1228,72,9.23846,158,3882326,3883729,gene=dnaA,product=chromosomal replication initiator protein DnaA
U00096.3,3884604,3884856,NA_peak_1229,60,7.92711,68,3884493,3884852,gene=rnpA,product=RNase P protein component
U00096.3,3884604,3884856,NA_peak_1229,60,7.92711,68,3884816,3885073,gene=yidD,product=membrane protein insertion efficiency factor
U00096.3,3885584,3885786,NA_peak_1230,46,6.28939,116,3885076,3886722,gene=yidC,product=membrane protein insertase YidC
U00096.3,3886861,3887099,NA_peak_1231,48,6.48085,50,3886828,3888192,gene=mnmE,product=5-carboxymethylaminomethyluridine-tRNA synthase GTPase subunit
U00096.3,3887458,3887633,NA_peak_1232,48,6.52284,37,3886828,3888192,gene=mnmE,product=5-carboxymethylaminomethyluridine-tRNA synthase GTPase subunit
U00096.3,3887756,3888035,NA_peak_1233,18,2.85405,83,3886828,3888192,gene=mnmE,product=5-carboxymethylaminomethyluridine-tRNA synthase GTPase subunit
U00096.3,3889495,3889920,NA_peak_1234,34,4.82169,211,3888730,3890145,gene=tnaA,product=tryptophanase
U00096.3,3891639,3892003,NA_peak_1235,42,5.77486,74,3891615,3892790,gene=mdtL,product=efflux pump MdtL
U00096.3,3892459,3892985,NA_peak_1236,45,6.14255,375,3891615,3892790,gene=mdtL,product=efflux pump MdtL
U00096.3,3892459,3892985,NA_peak_1236,45,6.14255,375,3892765,3893724,gene=yidZ,product=DNA-binding transcriptional dual regulator YidZ
U00096.3,3895437,3895590,NA_peak_1237,44,6.03572,90,3895272,3896609,gene=adeP,product=adenine:H(+) symporter
U00096.3,3898794,3898941,NA_peak_1238,70,9.04913,112,3898671,3899393,gene=yieK,product=putative glucosamine-6-phosphate deaminase YieK
U00096.3,3907103,3907467,NA_peak_1239,132,15.776,264,3906853,3907578,gene=phoU,product=negative regulator of the pho regulon
U00096.3,3907942,3908107,NA_peak_1240,54,7.16587,61,3907593,3908366,gene=pstB,product=phosphate ABC transporter ATP binding subunit
U00096.3,3909975,3910144,NA_peak_1241,47,6.38938,132,3909439,3910398,gene=pstC,product=phosphate ABC transporter membrane subunit PstC
U00096.3,3912129,3912364,NA_peak_1242,43,5.89381,133,3911839,3913668,gene=glmS,product=L-glutamine--D-fructose-6-phosphate aminotransferase
U00096.3,3914107,3914366,NA_peak_1243,33,4.76664,79,3913830,3915200,gene=glmU,product=fused N-acetylglucosamine-1-phosphate uridyltransferase and glucosamine-1-phosphate acetyltransferase
U00096.3,3914760,3915132,NA_peak_1244,150,17.6094,288,3913830,3915200,gene=glmU,product=fused N-acetylglucosamine-1-phosphate uridyltransferase and glucosamine-1-phosphate acetyltransferase
U00096.3,3916276,3916535,NA_peak_1245,45,6.11652,91,3915993,3917375,gene=atpD,product=ATP synthase F1 complex subunit beta
U00096.3,3918920,3919128,NA_peak_1246,26,3.84304,84,3918316,3919857,gene=atpA,product=ATP synthase F1 complex subunit alpha
U00096.3,3924979,3925379,NA_peak_1247,69,8.91025,91,3923744,3925633,gene=mnmG,product=5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmG
U00096.3,3927809,3928329,NA_peak_1248,31,4.43925,206,3927155,3928147,gene=asnA,product=asparagine synthetase A
U00096.3,3927809,3928329,NA_peak_1248,31,4.43925,206,3928152,3929603,gene=viaA,product=protein ViaA
U00096.3,3934624,3934898,NA_peak_1249,73,9.33404,127,3933778,3935283,gene=rbsA,product=ribose ABC transporter ATP binding subunit
U00096.3,3935471,3936006,NA_peak_1250,93,11.5582,375,3935288,3936253,gene=rbsC,product=ribose ABC transporter membrane subunit
U00096.3,3936859,3937034,NA_peak_1251,56,7.48125,142,3936278,3937168,gene=rbsB,product=ribose ABC transporter periplasmic binding protein
U00096.3,3944764,3944936,NA_peak_1252,44,6.06907,95,3947128,3947967,gene=hdfR,product=DNA-binding transcriptional dual regulator HdfR
U00096.3,3946012,3946449,NA_peak_1253,61,8.06479,304,3947128,3947967,gene=hdfR,product=DNA-binding transcriptional dual regulator HdfR
U00096.3,3950565,3951464,NA_peak_1254,80,10.115,664,3950507,3950557,gene=ilvX,product=uncharacterized protein IlvX
U00096.3,3951548,3951845,NA_peak_1255,59,7.77068,135,3952201,3952464,gene=ilvM,product=acetolactate synthase II subunit IlvM
U00096.3,3955044,3955261,NA_peak_1256,65,8.41778,119,3953478,3955328,gene=ilvD,product=dihydroxy-acid dehydratase
U00096.3,3955464,3956135,NA_peak_1257,166,19.3161,250,3955331,3956875,gene=ilvA,product=threonine deaminase
U00096.3,3956539,3956771,NA_peak_1258,56,7.40918,82,3955331,3956875,gene=ilvA,product=threonine deaminase
U00096.3,3956979,3957253,NA_peak_1259,39,5.45802,122,3956927,3957820,gene=ilvY,product=DNA-binding transcriptional dual regulator IlvY
U00096.3,3957402,3957771,NA_peak_1260,164,19.087,275,3956927,3957820,gene=ilvY,product=DNA-binding transcriptional dual regulator IlvY
U00096.3,3962024,3962311,NA_peak_1261,54,7.21032,176,3960677,3962698,gene=rep,product=ATP-dependent DNA helicase Rep
U00096.3,3963712,3963983,NA_peak_1262,36,5.02043,98,3962745,3964229,gene=gpp,product=guanosine-5'-triphosphate%2C3'-diphosphate phosphatase
U00096.3,3964521,3964702,NA_peak_1263,66,8.5291,130,3964365,3965630,gene=rhlB,product=ATP-dependent RNA helicase RhlB
U00096.3,3965232,3965525,NA_peak_1264,121,14.5546,110,3964365,3965630,gene=rhlB,product=ATP-dependent RNA helicase RhlB
U00096.3,3967186,3967357,NA_peak_1265,99,12.2308,95,3966417,3967676,gene=rho,product=transcription termination factor Rho
U00096.3,3970422,3970590,NA_peak_1266,41,5.61935,69,3970133,3971263,gene=wecB,product=UDP-N-acetylglucosamine 2-epimerase
U00096.3,3972057,3972261,NA_peak_1267,36,5.06824,105,3971260,3972522,gene=wecC,product=UDP-N-acetyl-D-mannosamine dehydrogenase
U00096.3,3974537,3974997,NA_peak_1268,54,7.2552,340,3974467,3975141,gene=rffC,product=RffC
U00096.3,3975204,3975419,NA_peak_1269,83,10.5,96,3975146,3976276,gene=wecE,product=dTDP-4-dehydro-6-deoxy-D-glucose transaminase
U00096.3,3976256,3976849,NA_peak_1270,25,3.78404,505,3975146,3976276,gene=wecE,product=dTDP-4-dehydro-6-deoxy-D-glucose transaminase
U00096.3,3976256,3976849,NA_peak_1270,25,3.78404,505,3976278,3977528,gene=wzxE,product=lipid IIIECA flippase
U00096.3,3980364,3980573,NA_peak_1271,49,6.60916,136,3979956,3980696,gene=rffM,product=UDP-N-acetyl-D-mannosaminuronic acid transferase
U00096.3,3985440,3985598,NA_peak_1272,55,7.26861,99,3984352,3986007,gene=aslA,product=putative sulfatase AslA
U00096.3,3986704,3986960,NA_peak_1273,65,8.51299,133,3986686,3987882,gene=hemY,product=protein HemY
U00096.3,3987363,3987518,NA_peak_1274,64,8.30107,66,3986686,3987882,gene=hemY,product=protein HemY
U00096.3,3989773,3990463,NA_peak_1275,115,13.9182,271,3989088,3989828,gene=hemD,product=uroporphyrinogen-III synthase
U00096.3,3989773,3990463,NA_peak_1275,115,13.9182,271,3989825,3990766,gene=hemC,product=hydroxymethylbilane synthase
U00096.3,3991138,3991442,NA_peak_1276,78,9.91233,185,3991153,3993699,gene=cyaA,product=adenylate cyclase
U00096.3,3992155,3992372,NA_peak_1277,189,21.6139,130,3991153,3993699,gene=cyaA,product=adenylate cyclase
U00096.3,3992714,3992900,NA_peak_1278,65,8.42387,78,3991153,3993699,gene=cyaA,product=adenylate cyclase
U00096.3,3994941,3995127,NA_peak_1279,59,7.77279,82,3994762,3995586,gene=dapF,product=diaminopimelate epimerase
U00096.3,3995820,3996159,NA_peak_1280,172,19.912,148,3995583,3996290,gene=yigA,product=DUF484 domain-containing protein YigA
U00096.3,3997312,3997478,NA_peak_1281,43,5.91582,116,3997183,3997899,gene=yigB,product=5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase
U00096.3,3998016,3998668,NA_peak_1282,66,8.58055,195,3997983,4000145,gene=uvrD,product=DNA helicase II
U00096.3,3999676,4000060,NA_peak_1283,49,6.60495,240,3997983,4000145,gene=uvrD,product=DNA helicase II
U00096.3,4006848,4007066,NA_peak_1284,30,4.34185,196,4005864,4007693,gene=recQ,product=ATP-dependent DNA helicase RecQ
U00096.3,4007325,4007574,NA_peak_1285,66,8.56917,133,4005864,4007693,gene=recQ,product=ATP-dependent DNA helicase RecQ
U00096.3,4011703,4012429,NA_peak_1286,136,16.1411,301,4011076,4011975,gene=bioP,product=biotin transporter
U00096.3,4011703,4012429,NA_peak_1286,136,16.1411,301,4011863,4012816,gene=metR,product=DNA-binding transcriptional dual regulator MetR
U00096.3,4012563,4012814,NA_peak_1287,127,15.1847,125,4011863,4012816,gene=metR,product=DNA-binding transcriptional dual regulator MetR
U00096.3,4013070,4015917,NA_peak_1288,1047,107.995,1713,4013053,4015314,gene=metE,product=cobalamin-independent homocysteine transmethylase
U00096.3,4013070,4015917,NA_peak_1288,1047,107.995,1713,4015354,4016169,gene=ysgA,product=putative dienelactone hydrolase
U00096.3,4019712,4019984,NA_peak_1289,63,8.26765,109,4019624,4020229,gene=ubiJ,product=ubiquinone biosynthesis accessory factor UbiJ
U00096.3,4022576,4022730,NA_peak_1290,62,8.08137,67,4022218,4022733,gene=tatB,product=twin arginine protein translocation system - TatB protein
U00096.3,4023651,4023807,NA_peak_1291,30,4.30851,44,4023554,4024336,gene=tatD,product=3' -> 5' ssDNA/RNA exonuclease TatD
U00096.3,4025104,4025270,NA_peak_1292,22,3.36985,83,4024988,4026481,gene=ubiD,product=3-octaprenyl-4-hydroxybenzoate decarboxylase
U00096.3,4025365,4025529,NA_peak_1293,24,3.62424,128,4024988,4026481,gene=ubiD,product=3-octaprenyl-4-hydroxybenzoate decarboxylase
U00096.3,4027459,4027798,NA_peak_1294,56,7.37591,119,4027609,4028772,gene=fadA,product=3-ketoacyl-CoA thiolase
U00096.3,4028323,4028547,NA_peak_1295,139,16.4508,99,4027609,4028772,gene=fadA,product=3-ketoacyl-CoA thiolase
U00096.3,4028660,4028941,NA_peak_1296,65,8.46942,140,4027609,4028772,gene=fadA,product=3-ketoacyl-CoA thiolase
U00096.3,4028660,4028941,NA_peak_1296,65,8.46942,140,4028782,4030971,gene=fadB,product=multifunctional enoyl-CoA hydratase%2C 3-hydroxyacyl-CoA epimerase%2C Delta(3)-cis- Delta(2)-trans-enoyl-CoA isomerase%2C L-3-hydroxyacyl-CoA dehydrogenase
U00096.3,4029114,4029453,NA_peak_1297,32,4.538,127,4028782,4030971,gene=fadB,product=multifunctional enoyl-CoA hydratase%2C 3-hydroxyacyl-CoA epimerase%2C Delta(3)-cis- Delta(2)-trans-enoyl-CoA isomerase%2C L-3-hydroxyacyl-CoA dehydrogenase
U00096.3,4031593,4032067,NA_peak_1298,50,6.67524,178,4031161,4032492,gene=pepQ,product=Xaa-Pro dipeptidase
U00096.3,4032612,4032781,NA_peak_1299,53,7.1105,139,4032492,4033106,gene=yigZ,product=IMPACT family member YigZ
U00096.3,4033481,4033745,NA_peak_1300,33,4.68928,177,4033145,4034596,gene=trkH,product=K(+) transporter TrkH
U00096.3,4047118,4047370,NA_peak_1301,44,6.03737,210,4046966,4049752,gene=polA,product=DNA polymerase I
U00096.3,4049347,4049507,NA_peak_1302,43,5.91192,62,4046966,4049752,gene=polA,product=DNA polymerase I
U00096.3,4052298,4052447,NA_peak_1303,29,4.19239,99,4052045,4053418,gene=hemN,product=coproporphyrinogen III dehydrogenase
U00096.3,4052864,4053031,NA_peak_1304,74,9.43953,69,4052045,4053418,gene=hemN,product=coproporphyrinogen III dehydrogenase
U00096.3,4053970,4054444,NA_peak_1305,33,4.73116,207,4053869,4055278,gene=glnG,product=DNA-binding transcriptional dual regulator NtrC
U00096.3,4055452,4056036,NA_peak_1306,50,6.73497,525,4055290,4056339,gene=glnL,product=protein histidine kinase NtrB
U00096.3,4056603,4056801,NA_peak_1307,37,5.24809,110,4056625,4058034,gene=glnA,product=glutamine synthetase
U00096.3,4057649,4057852,NA_peak_1308,66,8.60372,109,4056625,4058034,gene=glnA,product=glutamine synthetase
U00096.3,4058749,4059041,NA_peak_1309,13,2.3108,289,4058407,4060230,gene=bipA,product=50S ribosomal subunit assembly factor BipA
U00096.3,4059162,4059373,NA_peak_1310,65,8.44689,107,4058407,4060230,gene=bipA,product=50S ribosomal subunit assembly factor BipA
U00096.3,4059772,4059963,NA_peak_1311,21,3.30905,120,4058407,4060230,gene=bipA,product=50S ribosomal subunit assembly factor BipA
U00096.3,4067367,4067937,NA_peak_1312,46,6.27647,242,4067240,4069276,gene=yihQ,product=sulfoquinovosidase
U00096.3,4072871,4073175,NA_peak_1313,44,6.01697,107,4072675,4073571,gene=yihU,product=3-sulfolactaldehyde reductase
U00096.3,4077604,4077834,NA_peak_1314,72,9.28244,89,4077449,4078438,gene=fabY,product=putative fatty acid biosynthesis enzyme FabY
U00096.3,4078155,4078372,NA_peak_1315,106,12.997,122,4077449,4078438,gene=fabY,product=putative fatty acid biosynthesis enzyme FabY
U00096.3,4080514,4080941,NA_peak_1316,45,6.19624,335,4080299,4081228,gene=fdhE,product=formate dehydrogenase formation protein
U00096.3,4082064,4082266,NA_peak_1317,17,2.82549,197,4081857,4082759,gene=fdoH,product=formate dehydrogenase O subunit beta
U00096.3,4083358,4083755,NA_peak_1318,43,5.95213,268,4082772,4085822,gene=fdoG,product=formate dehydrogenase O subunit alpha
U00096.3,4084430,4084658,NA_peak_1319,54,7.21708,86,4082772,4085822,gene=fdoG,product=formate dehydrogenase O subunit alpha
U00096.3,4085047,4085819,NA_peak_1320,161,18.7733,533,4082772,4085822,gene=fdoG,product=formate dehydrogenase O subunit alpha
U00096.3,4094778,4094968,NA_peak_1321,54,7.21262,75,4094723,4095982,gene=rhaA,product=L-rhamnose isomerase
U00096.3,4095855,4096123,NA_peak_1322,62,8.1164,53,4094723,4095982,gene=rhaA,product=L-rhamnose isomerase
U00096.3,4095855,4096123,NA_peak_1322,62,8.1164,53,4095979,4097448,gene=rhaB,product=rhamnulokinase
U00096.3,4096997,4097155,NA_peak_1323,30,4.34946,27,4095979,4097448,gene=rhaB,product=rhamnulokinase
U00096.3,4098290,4098505,NA_peak_1324,58,7.65142,140,4097736,4098572,gene=rhaS,product=DNA-binding transcriptional activator RhaS
U00096.3,4098997,4099158,NA_peak_1325,35,4.92824,55,4098646,4099494,gene=rhaR,product=DNA-binding transcriptional activator RhaR
U00096.3,4104034,4104312,NA_peak_1326,27,4.00304,163,4103602,4104975,gene=cpxA,product=sensor histidine kinase CpxA
U00096.3,4104810,4104977,NA_peak_1327,27,3.95313,115,4103602,4104975,gene=cpxA,product=sensor histidine kinase CpxA
U00096.3,4104810,4104977,NA_peak_1327,27,3.95313,115,4104972,4105670,gene=cpxR,product=DNA-binding transcriptional dual regulator CpxR
U00096.3,4105209,4105433,NA_peak_1328,34,4.77789,91,4104972,4105670,gene=cpxR,product=DNA-binding transcriptional dual regulator CpxR
U00096.3,4107747,4108083,NA_peak_1329,44,6.06419,160,4107552,4108514,gene=pfkA,product=6-phosphofructokinase 1
U00096.3,4108269,4108431,NA_peak_1330,20,3.09348,41,4107552,4108514,gene=pfkA,product=6-phosphofructokinase 1
U00096.3,4114668,4115182,NA_peak_1331,136,16.1248,213,4114569,4115579,gene=glpX,product=fructose-1%2C6-bisphosphatase 2
U00096.3,4115253,4115470,NA_peak_1332,65,8.51767,66,4114569,4115579,gene=glpX,product=fructose-1%2C6-bisphosphatase 2
U00096.3,4115777,4116066,NA_peak_1333,67,8.67583,111,4115714,4117222,gene=glpK,product=glycerol kinase
U00096.3,4118970,4119198,NA_peak_1334,115,13.9669,116,4118845,4119330,gene=rraA,product=ribonuclease E inhibitor protein A
U00096.3,4120780,4120984,NA_peak_1335,18,2.90426,199,4120416,4121747,gene=hslU,product=ATPase component of the HslVU protease
U00096.3,4121136,4121312,NA_peak_1336,23,3.52428,119,4120416,4121747,gene=hslU,product=ATPase component of the HslVU protease
U00096.3,4121889,4122183,NA_peak_1337,23,3.52944,95,4121757,4122287,gene=hslV,product=peptidase component of the HslVU protease
U00096.3,4122521,4123018,NA_peak_1338,78,9.95588,310,4122380,4123339,gene=ftsN,product=cell division protein FtsN
U00096.3,4124960,4125448,NA_peak_1339,36,5.0892,438,4124612,4126810,gene=priA,product=primosomal protein N'
U00096.3,4126217,4126712,NA_peak_1340,15,2.56342,224,4124612,4126810,gene=priA,product=primosomal protein N'
U00096.3,4127434,4127619,NA_peak_1341,45,6.13412,84,4127286,4127894,gene=yiiX,product=putative lipid-binding hydrolase YiiX
U00096.3,4127735,4127945,NA_peak_1342,27,3.94505,165,4127286,4127894,gene=yiiX,product=putative lipid-binding hydrolase YiiX
U00096.3,4128052,4128323,NA_peak_1343,157,18.3813,102,4128078,4128395,gene=metJ,product=DNA-binding transcriptional repressor MetJ
U00096.3,4128731,4129121,NA_peak_1344,182,20.8793,191,4128672,4129832,gene=metB,product=O-succinylhomoserine(thiol)-lyase/O-succinylhomoserine lyase
U00096.3,4129255,4132216,NA_peak_1345,276,30.4534,2543,4128672,4129832,gene=metB,product=O-succinylhomoserine(thiol)-lyase/O-succinylhomoserine lyase
U00096.3,4129255,4132216,NA_peak_1345,276,30.4534,2543,4129835,4132267,gene=metL,product=fused aspartate kinase/homoserine dehydrogenase 2
U00096.3,4132562,4133430,NA_peak_1346,952,98.494,329,4132616,4133506,gene=metF,product=5%2C10-methylenetetrahydrofolate reductase
U00096.3,4133830,4133985,NA_peak_1347,89,11.1494,92,4133835,4136015,gene=katG,product=catalase/hydroperoxidase HPI
U00096.3,4134361,4134760,NA_peak_1348,98,12.1294,230,4133835,4136015,gene=katG,product=catalase/hydroperoxidase HPI
U00096.3,4134962,4135152,NA_peak_1349,23,3.48932,100,4133835,4136015,gene=katG,product=catalase/hydroperoxidase HPI
U00096.3,4135453,4135915,NA_peak_1350,67,8.64755,159,4133835,4136015,gene=katG,product=catalase/hydroperoxidase HPI
U00096.3,4138556,4138735,NA_peak_1351,42,5.75534,128,4137932,4139035,gene=gldA,product=L-1%2C2-propanediol dehydrogenase/glycerol dehydrogenase
U00096.3,4139652,4139984,NA_peak_1352,62,8.11158,192,4139046,4139708,gene=fsaB,product=fructose-6-phosphate aldolase 2
U00096.3,4139652,4139984,NA_peak_1352,62,8.11158,192,4139720,4142221,gene=ptsA,product=putative PTS multiphosphoryl transfer protein PtsA
U00096.3,4140063,4140444,NA_peak_1353,38,5.32219,87,4139720,4142221,gene=ptsA,product=putative PTS multiphosphoryl transfer protein PtsA
U00096.3,4143214,4143458,NA_peak_1354,51,6.90577,123,4142530,4143609,gene=frwC,product=putative PTS enzyme IIC component FrwC
U00096.3,4147024,4147171,NA_peak_1355,20,3.0875,74,4146258,4147136,gene=pflC,product=putative pyruvate formate-lyase 2 activating enzyme PflC
U00096.3,4147024,4147171,NA_peak_1355,20,3.0875,74,4147138,4147479,gene=frwD,product=putative PTS enzyme IIB component FrwD
U00096.3,4147898,4148052,NA_peak_1356,51,6.84807,85,4147466,4148317,gene=yijO,product=putative DNA-binding transcriptional regulator YijO
U00096.3,4150829,4151100,NA_peak_1357,83,10.4734,113,4150447,4153098,gene=ppc,product=phosphoenolpyruvate carboxylase
U00096.3,4151603,4151977,NA_peak_1358,49,6.61188,138,4150447,4153098,gene=ppc,product=phosphoenolpyruvate carboxylase
U00096.3,4156476,4156666,NA_peak_1359,50,6.79095,67,4156013,4156789,gene=argB,product=acetylglutamate kinase
U00096.3,4157230,4157438,NA_peak_1360,16,2.70117,139,4156850,4158223,gene=argH,product=argininosuccinate lyase
U00096.3,4157827,4158096,NA_peak_1361,62,8.10559,109,4156850,4158223,gene=argH,product=argininosuccinate lyase
U00096.3,4161218,4161646,NA_peak_1362,71,9.17749,338,4161067,4161771,gene=fabR,product=DNA-binding transcriptional repressor FabR
U00096.3,4163708,4163869,NA_peak_1363,63,8.2192,83,4163639,4165483,gene=btuB,product=cobalamin outer membrane transporter
U00096.3,4170947,4171112,NA_peak_1364,61,8.03081,49,4172057,4173085,gene=murB,product=UDP-N-acetylenolpyruvoylglucosamine reductase
U00096.3,4171220,4171405,NA_peak_1365,64,8.33423,71,4172057,4173085,gene=murB,product=UDP-N-acetylenolpyruvoylglucosamine reductase
U00096.3,4176151,4176425,NA_peak_1366,49,6.60495,111,4175944,4177128,gene=tufB,product=translation elongation factor Tu 2
U00096.3,4177364,4177653,NA_peak_1367,54,7.18728,151,4177358,4177741,gene=secE,product=Sec translocon subunit SecE
U00096.3,4177888,4178098,NA_peak_1368,69,8.91391,112,4177743,4178288,gene=nusG,product=transcription termination/antitermination factor NusG
U00096.3,4180073,4180316,NA_peak_1369,86,10.813,78,4179996,4180493,gene=rplJ,product=50S ribosomal subunit protein L10
U00096.3,4183179,4183391,NA_peak_1370,82,10.3565,135,4181245,4185273,gene=rpoB,product=RNA polymerase subunit beta
U00096.3,4184592,4184766,NA_peak_1371,68,8.81419,95,4181245,4185273,gene=rpoB,product=RNA polymerase subunit beta
U00096.3,4185583,4185839,NA_peak_1372,79,9.99672,197,4185350,4189573,gene=rpoC,product=RNA polymerase subunit beta'
U00096.3,4186750,4186917,NA_peak_1373,63,8.26036,45,4185350,4189573,gene=rpoC,product=RNA polymerase subunit beta'
U00096.3,4187720,4188029,NA_peak_1374,92,11.488,114,4185350,4189573,gene=rpoC,product=RNA polymerase subunit beta'
U00096.3,4189206,4189371,NA_peak_1375,52,6.94962,68,4185350,4189573,gene=rpoC,product=RNA polymerase subunit beta'
U00096.3,4190818,4191066,NA_peak_1376,35,4.92608,31,4190735,4191868,gene=thiH,product=2-iminoacetate synthase
U00096.3,4191681,4192087,NA_peak_1377,46,6.24176,144,4190735,4191868,gene=thiH,product=2-iminoacetate synthase
U00096.3,4191681,4192087,NA_peak_1377,46,6.24176,144,4191865,4192635,gene=thiG,product=1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase
U00096.3,4192686,4193161,NA_peak_1378,52,7.02551,181,4192637,4192837,gene=thiS,product=sulfur carrier protein ThiS
U00096.3,4192686,4193161,NA_peak_1378,52,7.02551,181,4192821,4193576,gene=thiF,product=sulfur carrier protein ThiS adenylyltransferase
U00096.3,4193583,4193889,NA_peak_1379,100,12.3655,112,4193569,4194204,gene=thiE,product=thiamine phosphate synthase
U00096.3,4194682,4195199,NA_peak_1380,31,4.41832,159,4194204,4196099,gene=thiC,product=phosphomethylpyrimidine synthase
U00096.3,4195781,4196059,NA_peak_1381,39,5.47502,67,4194204,4196099,gene=thiC,product=phosphomethylpyrimidine synthase
U00096.3,4197779,4197999,NA_peak_1382,18,2.87261,95,4197716,4198780,gene=hemE,product=uroporphyrinogen decarboxylase
U00096.3,4198404,4198625,NA_peak_1383,28,4.15235,200,4197716,4198780,gene=hemE,product=uroporphyrinogen decarboxylase
U00096.3,4199162,4199431,NA_peak_1384,73,9.38293,156,4198790,4199461,gene=nfi,product=endonuclease V
U00096.3,4202622,4202845,NA_peak_1385,43,5.90748,54,4201926,4203323,gene=zraS,product=sensor histidine kinase ZraS
U00096.3,4203734,4204060,NA_peak_1386,40,5.54445,243,4203320,4204645,gene=zraR,product=DNA-binding transcriptional activator ZraR
U00096.3,4204718,4204971,NA_peak_1387,101,12.4849,135,4204642,4205931,gene=purD,product=phosphoribosylamine--glycine ligase
U00096.3,4206295,4206740,NA_peak_1388,40,5.54445,374,4205943,4207532,gene=purH,product=bifunctional AICAR transformylase/IMP cyclohydrolase
U00096.3,4211109,4211296,NA_peak_1389,85,10.6678,73,4213234,4213617,gene=yjaA,product=stress response protein
U00096.3,4212333,4212503,NA_peak_1390,44,6.02666,127,4213234,4213617,gene=yjaA,product=stress response protein
U00096.3,4214548,4214997,NA_peak_1391,34,4.80058,175,4214280,4215209,gene=metA,product=homoserine O-succinyltransferase
U00096.3,4217212,4217696,NA_peak_1392,49,6.6194,95,4217109,4218413,gene=aceA,product=isocitrate lyase
U00096.3,4217768,4217950,NA_peak_1393,35,4.92608,39,4217109,4218413,gene=aceA,product=isocitrate lyase
U00096.3,4218366,4218739,NA_peak_1394,40,5.60794,118,4217109,4218413,gene=aceA,product=isocitrate lyase
U00096.3,4218366,4218739,NA_peak_1394,40,5.60794,118,4218596,4220332,gene=aceK,product=isocitrate dehydrogenase kinase/phosphatase
U00096.3,4223151,4223560,NA_peak_1395,101,12.4306,315,4222804,4223628,gene=iclR,product=DNA-binding transcriptional repressor IclR
U00096.3,4223942,4224346,NA_peak_1396,18,2.91718,227,4223828,4227511,gene=metH,product=cobalamin-dependent methionine synthase
U00096.3,4224633,4224999,NA_peak_1397,44,5.9806,86,4223828,4227511,gene=metH,product=cobalamin-dependent methionine synthase
U00096.3,4225424,4225960,NA_peak_1398,93,11.6334,298,4223828,4227511,gene=metH,product=cobalamin-dependent methionine synthase
U00096.3,4226263,4226693,NA_peak_1399,63,8.28697,278,4223828,4227511,gene=metH,product=cobalamin-dependent methionine synthase
U00096.3,4227768,4227984,NA_peak_1400,75,9.63228,157,4227731,4229362,gene=yjbB,product=putative inorganic phosphate export protein YjbB
U00096.3,4228197,4228433,NA_peak_1401,56,7.42145,162,4227731,4229362,gene=yjbB,product=putative inorganic phosphate export protein YjbB
U00096.3,4229537,4229865,NA_peak_1402,27,4.02002,63,4229453,4230142,gene=pepE,product=peptidase E
U00096.3,4231034,4231289,NA_peak_1403,271,29.8652,134,4230354,4231226,gene=rluF,product=23S rRNA pseudouridine(2604) and tRNA(Tyr) pseudouridine(35) synthase
U00096.3,4232036,4232210,NA_peak_1404,14,2.39973,145,4231884,4233233,gene=lysC,product=aspartate kinase III
U00096.3,4232787,4232942,NA_peak_1405,50,6.7184,101,4231884,4233233,gene=lysC,product=aspartate kinase III
